show,67
thought,64
tried,63
walking,62
killing,61
pay,60
stopped,60
inspired,59
using,58
worked,57
shows,57
given,56
acting,56
allow,56
received,55
remember,55
running,55
images,55
alleged,55
understand,55
let,55
taking,54
looked,54
stabbing,53
mowed,53
