saying,88
take,88
identified,88
need,88
stand,84
found,83
hit,82
continue,82
drove,81
lived,81
ran,80
reported,79
born,79
paid,77
put,77
armed,77
asked,76
held,76
lost,76
work,75
investigated,73
gave,72
remains,69
began,68
making,67
