make,131
taken,127
believed,126
see,126
following,126
remain,124
think,121
came,118
described,118
treated,115
get,112
named,112
went,110
working,109
want,107
happened,104
believe,104
come,102
heard,98
help,98
acted,97
got,95
claimed,93
go,90
carried,90
