told,364
killed,335
including,292
injured,260
arrested,225
shot,207
died,203
posted,184
released,179
know,178
made,175
known,173
stabbed,161
confirmed,160
saw,159
used,159
according,154
going,152
added,146
left,145
called,144
seen,140
says,138
say,138
took,135
