morning,146
service,144
country,144
injuries,143
staff,143
images,140
world,139
islam,139
reports,138
area,137
pa,137
support,135
school,135
yesterday,134
death,132
getty,131
children,131
buzzfeed,131
knife,128
information,127
mps,127
leader,127
tribute,125
square,124
intelligence,124
