britain,193
houses,190
pedestrians,189
investigation,188
home,186
pm,184
others,174
hospital,173
bbc,170
rowley,169
members,168
life,163
vehicle,160
commons,159
theresa,158
isis,155
mar,155
media,154
state,154
mr,154
place,151
part,150
year,149
group,148
public,147
