police,1842
attack,1658
westminster,1325
london,1151
people,1042
parliament,780
masood,658
bridge,646
man,486
security,469
officer,465
attacker,455
car,407
incident,387
terror,383
palmer,352
terrorism,351
officers,349
may,330
minister,311
services,288
victims,276
years,272
woman,270
house,262
