time,257
attacks,257
keith,250
birmingham,242
day,240
today,234
khalid,231
march,231
pc,230
manchester,225
family,223
statement,222
wednesday,219
emergency,215
city,214
muslim,212
way,210
palace,208
metropolitan,206
uk,204
number,204
scene,203
government,201
islamic,199
thursday,193
